"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"I66.0","ICD10","Occlusion and stenosis of middle cerebral artery","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.1","ICD10","Occlusion and stenosis of anterior cerebral artery","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.2","ICD10","Occlusion and stenosis of posterior cerebral artery","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.3","ICD10","Occlusion and stenosis of cerebellar arteries","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.4","ICD10","Occlusion and stenosis of multiple and bilateral cerebral arteries","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.8","ICD10","Occlusion and stenosis of other cerebral artery","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I66.9","ICD10","Occlusion and stenosis of unspecified cerebral artery","CV_433.1","Occlusion and stenosis of cerebral arteries","08","Cardiovascular"
"I65","ICD10","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.0","ICD10","Occlusion and stenosis of vertebral artery","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.1","ICD10","Occlusion and stenosis of basilar artery","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.3","ICD10","Occlusion and stenosis of multiple and bilateral precerebral arteries","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.8","ICD10","Occlusion and stenosis of other precerebral artery","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.9","ICD10","Occlusion and stenosis of unspecified precerebral artery","CV_433.2","Occlusion and stenosis of precerebral arteries","08","Cardiovascular"
"I65.2","ICD10","Occlusion and stenosis of carotid artery","CV_433.21","Carotid artery stenosis","08","Cardiovascular"
"G45.2","ICD10","Multiple and bilateral precerebral artery syndromes","CV_433.3","Cerebrovascular insufficiency","08","Cardiovascular"
"P91.0","ICD10","Neonatal cerebral ischemia","CV_433.3","Cerebrovascular insufficiency","08","Cardiovascular"
"G45.0","ICD10","Vertebro-basilar artery syndrome","CV_433.32","Vertebro-basilar artery syndrome","08","Cardiovascular"
"G45.1","ICD10","Carotid artery syndrome (hemispheric)","CV_433.32","Vertebro-basilar artery syndrome","08","Cardiovascular"
"G46.0","ICD10","Middle cerebral artery syndrome","CV_433.34","Cerebral artery syndrome (middle, anterior, posterior)*","08","Cardiovascular"
"G46.1","ICD10","Anterior cerebral artery syndrome","CV_433.34","Cerebral artery syndrome (middle, anterior, posterior)*","08","Cardiovascular"
"G46.2","ICD10","Posterior cerebral artery syndrome","CV_433.34","Cerebral artery syndrome (middle, anterior, posterior)*","08","Cardiovascular"
"I67.5","ICD10","Moyamoya disease","CV_433.4","Moyamoya disease","08","Cardiovascular"
"I25.0","ICD10","Atherosclerotic cardiovascular disease, so described","CV_436","Atherosclerosis [ASCVD]","08","Cardiovascular"
"I25.1","ICD10","Atherosclerotic heart disease","CV_436","Atherosclerosis [ASCVD]","08","Cardiovascular"
"I70","ICD10","Atherosclerosis","CV_436","Atherosclerosis [ASCVD]","08","Cardiovascular"
"I70.8","ICD10","Atherosclerosis of other arteries","CV_436","Atherosclerosis [ASCVD]","08","Cardiovascular"
"I70.9","ICD10","Generalized and unspecified atherosclerosis","CV_436","Atherosclerosis [ASCVD]","08","Cardiovascular"
"I70.1","ICD10","Atherosclerosis of renal artery","CV_436.1","Atherosclerosis of renal artery","08","Cardiovascular"
"I70.2","ICD10","Atherosclerosis of arteries of extremities","CV_436.2","Atherosclerosis of the extremities","08","Cardiovascular"
"I70.0","ICD10","Atherosclerosis of aorta","CV_436.3","Atherosclerosis of aorta","08","Cardiovascular"
"I67.2","ICD10","Cerebral atherosclerosis","CV_436.5","Cerebral atherosclerosis","08","Cardiovascular"
"I72","ICD10","Other aneurysm and dissection","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.1","ICD10","Aneurysm and dissection of artery of upper extremity","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.2","ICD10","Aneurysm and dissection of renal artery","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.5","ICD10","Aneurysm and dissection of other precerebral arteries","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.6","ICD10","Aneurysm and dissection of vertebral artery","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.8","ICD10","Aneurysm and dissection of other specified arteries","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I72.9","ICD10","Aneurysm and dissection of unspecified site","CV_438","Aneurysm or ectasia","08","Cardiovascular"
"I71.8","ICD10","Aortic aneurysm of unspecified site, ruptured","CV_438.1","Aortic aneurysm and ectasia","08","Cardiovascular"
"I71.9","ICD10","Aortic aneurysm of unspecified site, without mention of rupture","CV_438.1","Aortic aneurysm and ectasia","08","Cardiovascular"
"I79.0","ICD10","Aneurysm of aorta in diseases classified elsewhere","CV_438.1","Aortic aneurysm and ectasia","08","Cardiovascular"
"I71.3","ICD10","Abdominal aortic aneurysm, ruptured","CV_438.11","Abdominal aortic aneurysm","08","Cardiovascular"
"I71.4","ICD10","Abdominal aortic aneurysm, without mention of rupture","CV_438.11","Abdominal aortic aneurysm","08","Cardiovascular"
"I71.1","ICD10","Thoracic aortic aneurysm, ruptured","CV_438.12","Thoracic aneurysm","08","Cardiovascular"
"I71.2","ICD10","Thoracic aortic aneurysm, without mention of rupture","CV_438.12","Thoracic aneurysm","08","Cardiovascular"
"I71.5","ICD10","Thoracoabdominal aortic aneurysm, ruptured","CV_438.13","Thoracoabdominal aortic aneurysm","08","Cardiovascular"
"I71.6","ICD10","Thoracoabdominal aortic aneurysm, without mention of rupture","CV_438.13","Thoracoabdominal aortic aneurysm","08","Cardiovascular"
"I71.1","ICD10","Thoracic aortic aneurysm, ruptured","CV_438.14","Ruptured aortic aneurysm","08","Cardiovascular"
"I71.3","ICD10","Abdominal aortic aneurysm, ruptured","CV_438.14","Ruptured aortic aneurysm","08","Cardiovascular"
"I71.5","ICD10","Thoracoabdominal aortic aneurysm, ruptured","CV_438.14","Ruptured aortic aneurysm","08","Cardiovascular"
"I71.8","ICD10","Aortic aneurysm of unspecified site, ruptured","CV_438.14","Ruptured aortic aneurysm","08","Cardiovascular"
"I72.3","ICD10","Aneurysm and dissection of iliac artery","CV_438.2","Aneurysm of iliac or artery of lower extremity","08","Cardiovascular"
"I72.4","ICD10","Aneurysm and dissection of artery of lower extremity","CV_438.2","Aneurysm of iliac or artery of lower extremity","08","Cardiovascular"
"I72.0","ICD10","Aneurysm and dissection of carotid artery","CV_438.3","Aneurysm of carotid artery","08","Cardiovascular"
"I71","ICD10","Aortic aneurysm and dissection","CV_438.4","Arterial dissection","08","Cardiovascular"
"I67.0","ICD10","Dissection of cerebral arteries, nonruptured","CV_438.4","Arterial dissection","08","Cardiovascular"
"I71.0","ICD10","Dissection of aorta [any part]","CV_438.41","Aortic dissection","08","Cardiovascular"
"I25.4","ICD10","Coronary artery aneurysm and dissection","CV_438.43","Coronary artery dissection","08","Cardiovascular"
"I67.1","ICD10","Cerebral aneurysm, nonruptured","CV_438.6","Cerebral aneurysm","08","Cardiovascular"
"I25.3","ICD10","Aneurysm of heart","CV_438.7","Aneurysm of heart","08","Cardiovascular"
"I77.2","ICD10","Rupture of artery","CV_438.8","Rupture of artery","08","Cardiovascular"
"I28.1","ICD10","Aneurysm of pulmonary artery","CV_438.9","Aneurysm of pulmonary artery","08","Cardiovascular"
"O22.4","ICD10","Haemorrhoids in pregnancy","CV_439","Hemorrhoids","08","Cardiovascular"
"O87.2","ICD10","Haemorrhoids in the puerperium","CV_439","Hemorrhoids","08","Cardiovascular"
"K64","ICD10","Haemorrhoids and perianal venous thrombosis","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.0","ICD10","First degree haemorrhoids","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.1","ICD10","Second degree haemorrhoids","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.2","ICD10","Third degree haemorrhoids","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.3","ICD10","Fourth degree haemorrhoids","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.4","ICD10","Residual haemorrhoidal skin tags","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.5","ICD10","Perianal venous thrombosis","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.8","ICD10","Other specified haemorrhoids","CV_439","Hemorrhoids","08","Cardiovascular"
"K64.9","ICD10","Haemorrhoids, unspecified","CV_439","Hemorrhoids","08","Cardiovascular"
"I51.3","ICD10","Intracardiac thrombosis, not elsewhere classified","CV_440","Embolism and thrombosis","08","Cardiovascular"
"O88.2","ICD10","Obstetric blood-clot embolism","CV_440","Embolism and thrombosis","08","Cardiovascular"
"O88.8","ICD10","Other obstetric embolism","CV_440","Embolism and thrombosis","08","Cardiovascular"
"I82","ICD10","Other venous embolism and thrombosis","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"I82.2","ICD10","Embolism and thrombosis of vena cava","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"I82.3","ICD10","Embolism and thrombosis of renal vein","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"I82.8","ICD10","Embolism and thrombosis of other specified veins","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"I82.9","ICD10","Embolism and thrombosis of unspecified vein","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"O22.5","ICD10","Cerebral venous thrombosis in pregnancy","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"K64","ICD10","Haemorrhoids and perianal venous thrombosis","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"O87.3","ICD10","Cerebral venous thrombosis in the puerperium","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"K64.5","ICD10","Perianal venous thrombosis","CV_440.1","Venous thromboembolism","08","Cardiovascular"
"O22.3","ICD10","Deep phlebothrombosis in pregnancy","CV_440.11","Deep vein thrombosis [DVT]","08","Cardiovascular"
"I87.0","ICD10","Postthrombotic syndrome","CV_440.11","Deep vein thrombosis [DVT]","08","Cardiovascular"
"I81","ICD10","Portal vein thrombosis","CV_440.12","Portal vein thrombosis","08","Cardiovascular"
"I80.2","ICD10","Phlebitis and thrombophlebitis of other deep vessels of lower extremities","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80.3","ICD10","Phlebitis and thrombophlebitis of lower extremities, unspecified","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"K75.1","ICD10","Phlebitis of portal vein","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80.8","ICD10","Phlebitis and thrombophlebitis of other sites","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80.9","ICD10","Phlebitis and thrombophlebitis of unspecified site","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I82.1","ICD10","Thrombophlebitis migrans","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"O22.2","ICD10","Superficial thrombophlebitis in pregnancy","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"O87.0","ICD10","Superficial thrombophlebitis in the puerperium","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"O87.1","ICD10","Deep phlebothrombosis in the puerperium","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"G08","ICD10","Intracranial and intraspinal phlebitis and thrombophlebitis","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80","ICD10","Phlebitis and thrombophlebitis","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80.0","ICD10","Phlebitis and thrombophlebitis of superficial vessels of lower extremities","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I80.1","ICD10","Phlebitis and thrombophlebitis of femoral vein","CV_440.13","Phlebitis and thrombophlebitis","08","Cardiovascular"
"I82.0","ICD10","Budd-Chiari syndrome","CV_440.14","Budd-Chiari syndrome","08","Cardiovascular"
"I67.6","ICD10","Nonpyogenic thrombosis of intracranial venous system","CV_440.15","Cerebral venous sinus thrombosis","08","Cardiovascular"
"I63.6","ICD10","Cerebral infarction due to cerebral venous thrombosis, nonpyogenic","CV_440.15","Cerebral venous sinus thrombosis","08","Cardiovascular"
"I74.1","ICD10","Embolism and thrombosis of other and unspecified parts of aorta","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.2","ICD10","Embolism and thrombosis of arteries of upper extremities","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.3","ICD10","Embolism and thrombosis of arteries of lower extremities","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.4","ICD10","Embolism and thrombosis of arteries of extremities, unspecified","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.5","ICD10","Embolism and thrombosis of iliac artery","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.8","ICD10","Embolism and thrombosis of other arteries","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.9","ICD10","Embolism and thrombosis of unspecified artery","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I24.0","ICD10","Coronary thrombosis not resulting in myocardial infarction","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74","ICD10","Arterial embolism and thrombosis","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I74.0","ICD10","Embolism and thrombosis of abdominal aorta","CV_440.2","Arterial embolism and thrombosis","08","Cardiovascular"
"I63.1","ICD10","Cerebral infarction due to embolism of precerebral arteries","CV_440.21","Embolism of cerebral or precerebral arteries","08","Cardiovascular"
"I63.4","ICD10","Cerebral infarction due to embolism of cerebral arteries","CV_440.21","Embolism of cerebral or precerebral arteries","08","Cardiovascular"
"I63.0","ICD10","Cerebral infarction due to thrombosis of precerebral arteries","CV_440.22","Thrombosis of cerebral or precerebral arteries","08","Cardiovascular"
"I63.3","ICD10","Cerebral infarction due to thrombosis of cerebral arteries","CV_440.22","Thrombosis of cerebral or precerebral arteries","08","Cardiovascular"
"I26","ICD10","Pulmonary embolism","CV_440.3","Pulmonary embolism","08","Cardiovascular"
"I26.0","ICD10","Pulmonary embolism with mention of acute cor pulmonale","CV_440.3","Pulmonary embolism","08","Cardiovascular"
"I26.9","ICD10","Pulmonary embolism without mention of acute cor pulmonale","CV_440.3","Pulmonary embolism","08","Cardiovascular"
"O88.3","ICD10","Obstetric pyaemic and septic embolism","CV_440.4","Septic embolism","08","Cardiovascular"
"Q27.3","ICD10","Peripheral arteriovenous malformation","CV_441","Arteriovenous malformation","08","Cardiovascular"
"I77.0","ICD10","Arteriovenous fistula, acquired","CV_441.1","Arteriovenous fistula","08","Cardiovascular"
"I28.0","ICD10","Arteriovenous fistula of pulmonary vessels","CV_441.1","Arteriovenous fistula","08","Cardiovascular"
"I28.0","ICD10","Arteriovenous fistula of pulmonary vessels","CV_441.2","Pulmonary arteriovenous malformation","08","Cardiovascular"
"Q28.0","ICD10","Arteriovenous malformation of precerebral vessels","CV_441.5","Arteriovenous malformation of precerebral or cerebral vessels*","08","Cardiovascular"
"Q28.2","ICD10","Arteriovenous malformation of cerebral vessels","CV_441.5","Arteriovenous malformation of precerebral or cerebral vessels*","08","Cardiovascular"
"I78","ICD10","Diseases of capillaries","CV_442","Disease of capillaries","08","Cardiovascular"
"I78.0","ICD10","Hereditary hemorrhagic telangiectasia","CV_442","Disease of capillaries","08","Cardiovascular"
"I78.8","ICD10","Other diseases of capillaries","CV_442","Disease of capillaries","08","Cardiovascular"
"I78.9","ICD10","Disease of capillaries, unspecified","CV_442","Disease of capillaries","08","Cardiovascular"
"I77","ICD10","Other disorders of arteries and arterioles","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I77.8","ICD10","Other specified disorders of arteries and arterioles","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I77.9","ICD10","Disorder of arteries and arterioles, unspecified","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I79","ICD10","Disorders of arteries, arterioles and capillaries in diseases classified elsewhere","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I79.1","ICD10","Aortitis in diseases classified elsewhere","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I79.8","ICD10","Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere","CV_443","Other disorders of arteries and arterioles","08","Cardiovascular"
"I77.1","ICD10","Stricture of artery","CV_443.1","Stricture of artery [Arterial stenosis]","08","Cardiovascular"
"I77.4","ICD10","Coeliac artery compression syndrome","CV_443.2","Celiac artery compression syndrome","08","Cardiovascular"
"I77.3","ICD10","Arterial fibromuscular dysplasia","CV_443.3","Arterial fibromuscular dysplasia*","08","Cardiovascular"
"I77.5","ICD10","Necrosis of artery","CV_443.4","Necrosis of artery","08","Cardiovascular"
"I86","ICD10","Varicose veins of other sites","CV_444.1","Varicose veins","08","Cardiovascular"
"I86.0","ICD10","Sublingual varices","CV_444.1","Varicose veins","08","Cardiovascular"
"I86.2","ICD10","Pelvic varices","CV_444.1","Varicose veins","08","Cardiovascular"
"I86.8","ICD10","Varicose veins of other specified sites","CV_444.1","Varicose veins","08","Cardiovascular"
"O22.0","ICD10","Varicose veins of lower extremity in pregnancy","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I83","ICD10","Varicose veins of lower extremities","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I83.0","ICD10","Varicose veins of lower extremities with ulcer","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I83.1","ICD10","Varicose veins of lower extremities with inflammation","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I83.2","ICD10","Varicose veins of lower extremities with both ulcer and inflammation","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I83.9","ICD10","Varicose veins of lower extremities without ulcer or inflammation","CV_444.11","Varicose veins of lower extremities","08","Cardiovascular"
"I86.4","ICD10","Gastric varices","CV_444.12","Gastric varices*","08","Cardiovascular"
"I85","ICD10","Oesophageal varices","CV_444.13","Esophageal varices","08","Cardiovascular"
"I85.0","ICD10","Oesophageal varices with bleeding","CV_444.13","Esophageal varices","08","Cardiovascular"
"I85.9","ICD10","Oesophageal varices without bleeding","CV_444.13","Esophageal varices","08","Cardiovascular"
"I98.2","ICD10","Oesophageal varices without bleeding in diseases classified elsewhere","CV_444.13","Esophageal varices","08","Cardiovascular"
"I98.3","ICD10","Oesophageal varices with bleeding in diseases classified elsewhere","CV_444.13","Esophageal varices","08","Cardiovascular"
"O22.1","ICD10","Genital varices in pregnancy","CV_444.14","Vulval varices","08","Cardiovascular"
"I86.3","ICD10","Vulval varices","CV_444.14","Vulval varices","08","Cardiovascular"
"I86.1","ICD10","Scrotal varices","CV_444.15","Scrotal varices [Varicocele]","08","Cardiovascular"
"I87.2","ICD10","Venous insufficiency (chronic)(peripheral)","CV_444.5","Venous insufficiency (chronic) (peripheral)","08","Cardiovascular"
"I95","ICD10","Hypotension","CV_446","Hypotension","08","Cardiovascular"
"I95.0","ICD10","Idiopathic hypotension","CV_446","Hypotension","08","Cardiovascular"
"I95.2","ICD10","Hypotension due to drugs","CV_446","Hypotension","08","Cardiovascular"
"I95.8","ICD10","Other hypotension","CV_446","Hypotension","08","Cardiovascular"
"I95.9","ICD10","Hypotension, unspecified","CV_446","Hypotension","08","Cardiovascular"
"O26.5","ICD10","Maternal hypotension syndrome","CV_446","Hypotension","08","Cardiovascular"
"I95.1","ICD10","Orthostatic hypotension","CV_446.2","Orthostatic hypotension","08","Cardiovascular"
"R03.1","ICD10","Nonspecific low blood-pressure reading","CV_447","Nonspecific low blood-pressure reading","08","Cardiovascular"
"I73","ICD10","Other peripheral vascular diseases","CV_448","Peripheral vascular disease","08","Cardiovascular"
"I79.2","ICD10","Peripheral angiopathy in diseases classified elsewhere","CV_448","Peripheral vascular disease","08","Cardiovascular"
"I73.8","ICD10","Other specified peripheral vascular diseases","CV_448","Peripheral vascular disease","08","Cardiovascular"
"I73.0","ICD10","Raynaud syndrome","CV_448.1","Raynaud's syndrome","08","Cardiovascular"
"I73.9","ICD10","Peripheral vascular disease, unspecified","CV_448.9","Peripheral vascular disease NOS [includes PAD]","08","Cardiovascular"
"I87.9","ICD10","Disorder of vein, unspecified","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I98","ICD10","Other disorders of circulatory system in diseases classified elsewhere","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I98.1","ICD10","Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I98.8","ICD10","Other specified disorders of circulatory system in diseases classified elsewhere","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I99","ICD10","Other and unspecified disorders of circulatory system","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I87","ICD10","Other disorders of veins","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I87.1","ICD10","Compression of vein","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"I87.8","ICD10","Other specified disorders of veins","CV_449","Other disorders of the circulatory system","08","Cardiovascular"
"R58","ICD10","Haemorrhage, not elsewhere classified","CV_452","Hemorrhage, NOS","08","Cardiovascular"
"J98.7","ICD10","Respiratory infections, not elsewhere classified","RE_460","Respiratory infection","09","Respiratory"
"J05","ICD10","Acute obstructive laryngitis [croup] and epiglottitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J05.0","ICD10","Acute obstructive laryngitis [croup]","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J02","ICD10","Acute pharyngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"A54.5","ICD10","Gonococcal pharyngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J05.1","ICD10","Acute epiglottitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J02.0","ICD10","Streptococcal pharyngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"B08.5","ICD10","Enteroviral vesicular pharyngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J06","ICD10","Acute upper respiratory infections of multiple and unspecified sites","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J06.0","ICD10","Acute laryngopharyngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J06.8","ICD10","Other acute upper respiratory infections of multiple sites","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"A36.0","ICD10","Pharyngeal diphtheria","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J02.8","ICD10","Acute pharyngitis due to other specified organisms","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J06.9","ICD10","Acute upper respiratory infection, unspecified","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"B00.2","ICD10","Herpesviral gingivostomatitis and pharyngotonsillitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J02.9","ICD10","Acute pharyngitis, unspecified","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"A36.1","ICD10","Nasopharyngeal diphtheria","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J03","ICD10","Acute tonsillitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J03.0","ICD10","Streptococcal tonsillitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J03.8","ICD10","Acute tonsillitis due to other specified organisms","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J03.9","ICD10","Acute tonsillitis, unspecified","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J04","ICD10","Acute laryngitis and tracheitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"B44.2","ICD10","Tonsillar aspergillosis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J04.0","ICD10","Acute laryngitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J00","ICD10","Acute nasopharyngitis [common cold]","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J04.1","ICD10","Acute tracheitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J04.2","ICD10","Acute laryngotracheitis","RE_460.1","Acute upper respiratory infection","09","Respiratory"
"J20.6","ICD10","Acute bronchitis due to rhinovirus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.7","ICD10","Acute bronchitis due to echovirus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20","ICD10","Acute bronchitis","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.0","ICD10","Acute bronchitis due to Mycoplasma pneumoniae","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.8","ICD10","Acute bronchitis due to other specified organisms","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.9","ICD10","Acute bronchitis, unspecified","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.1","ICD10","Acute bronchitis due to Haemophilus influenzae","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J21","ICD10","Acute bronchiolitis","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J21.0","ICD10","Acute bronchiolitis due to respiratory syncytial virus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.2","ICD10","Acute bronchitis due to streptococcus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J44.0","ICD10","Chronic obstructive pulmonary disease with acute lower respiratory infection","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J21.1","ICD10","Acute bronchiolitis due to human metapneumovirus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.3","ICD10","Acute bronchitis due to coxsackievirus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J21.8","ICD10","Acute bronchiolitis due to other specified organisms","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.4","ICD10","Acute bronchitis due to parainfluenza virus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J21.9","ICD10","Acute bronchiolitis, unspecified","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J22","ICD10","Unspecified acute lower respiratory infection","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"J20.5","ICD10","Acute bronchitis due to respiratory syncytial virus","RE_460.2","Acute lower respiratory infection","09","Respiratory"
"A16.4","ICD10","Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.5","ICD10","Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.5","ICD10","Tuberculous pleurisy, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.6","ICD10","Tuberculous pleurisy, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.7","ICD10","Primary respiratory tuberculosis without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.7","ICD10","Primary respiratory tuberculosis, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.8","ICD10","Other respiratory tuberculosis, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.8","ICD10","Other respiratory tuberculosis, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.9","ICD10","Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.9","ICD10","Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
